origin,destination,flow
Sulkava,Leppävirta,1
Kitee,Lieksa,1
Kitee,Siilinjärvi,1
Sulkava,Parikkala,1
Sulkava,Pieksämäki,1
Kitee,Rautjärvi,1
Paimio,Vantaa,1
Paimio,Huittinen,1
Kirkkonummi,Hausjärvi,1
Kinnula,Ylivieska,1
Padasjoki,Mäntsälä,1
Kinnula,Veteli,1
Kihniö,Hämeenkyrö,1
Kihniö,Akaa,1
Suonenjoki,Multia,1
Rautavaara,Pielavesi,1
Suonenjoki,Pielavesi,1
Suonenjoki,Rantasalmi,1
Suonenjoki,Tuusniemi,1
Suonenjoki,Vesanto,1
Keuruu,Parkano,1
Keuruu,Lapua,1
Keuruu,Kuhmoinen,1
Keuruu,Karvia,1
Sysmä,Hausjärvi,1
Pori,Lieto,1
Keuruu,Hattula,1
Lohja,Nousiainen,1
Kihniö,Isojoki,1
Kihniö,Kangasala,1
Lohja,Koski_Tl,1
Rautavaara,Vieremä,1
Suonenjoki,Joutsa,1
Suonenjoki,Kangasniemi,1
Lohja,Kangasala,1
Rautavaara,Tuusniemi,1
Kinnula,Lappajärvi,1
Kinnula,Kauhava,1
Kihniö,Kankaanpää,1
Kinnula,Kannonkoski,1
Suonenjoki,Lapinlahti,1
Pori,Mynämäki,1
Kihniö,Mänttä-Vilppula,1
Kihniö,Lapua,1
Lohja,Naantali,1
Sottunga,Turku,1
Sottunga,Sund,1
Kiuruvesi,Reisjärvi,1
Kiuruvesi,Sievi,1
Somero,Siuntio,1
Somero,Säkylä,1
Larsmo,Toholampi,1
Somero,Sastamala,1
Kolari,Enontekiö,1
Kokkola,Vimpeli,1
Reisjärvi,Kiuruvesi,1
Somero,Valkeakoski,1
Padasjoki,Orivesi,1
Kokkola,Reisjärvi,1
Kokkola,Pyhäjoki,1
Sonkajärvi,Kuhmo,1
Sonkajärvi,Rautavaara,1
Kokkola,Isokyrö,1
Kokkola,Halsua,1
Somero,Sipoo,1
Konnevesi,Kangasniemi,1
Konnevesi,Karstula,1
Kontiolahti,Kaavi,1
Korsnäs,Kristinestad,1
Korsnäs,Kauhava,1
Larsmo,Kannus,1
Somero,Mäntsälä,1
Somero,Naantali,1
Somero,Pirkkala,1
Larsmo,Lappajärvi,1
Larsmo,Seinäjoki,1
Reisjärvi,Merijärvi,1
Padasjoki,Nokia,1
Konnevesi,Pielavesi,1
Konnevesi,Petäjävesi,1
Konnevesi,Mänttä-Vilppula,1
Somero,Sauvo,1
Kokkola,Haapavesi,1
Luumäki,Hyvinkää,1
Kokkola,Alajärvi,1
Kivijärvi,Lestijärvi,1
Reisjärvi,Haapavesi,1
Kivijärvi,Sievi,1
Kivijärvi,Reisjärvi,1
Kivijärvi,Pielavesi,1
Padasjoki,Vesilahti,1
Kivijärvi,Nivala,1
Sottunga,Jomala,1
Sotkamo,Tyrnävä,1
Sottunga,Kumlinge,1
Sottunga,Kökar,1
Kivijärvi,Halsua,1
Luumäki,Puumala,1
Sottunga,Lemland,1
Sottunga,Lumparland,1
Kokemäki,Aura,1
Sotkamo,Vaala,1
Kokemäki,Vesilahti,1
Kokemäki,Nousiainen,1
Kokemäki,Valkeakoski,1
Sonkajärvi,Siikalatva,1
Sonkajärvi,Valtimo,1
Kokemäki,Rusko,1
Padasjoki,Somero,1
Kokemäki,Pirkkala,1
Sotkamo,Puolanka,1
Kokemäki,Jokioinen,1
Kokemäki,Lieto,1
Luumäki,Lapinjärvi,1
Kokemäki,Koski_Tl,1
Luumäki,Loviisa,1
Kokemäki,Kangasala,1
Kokemäki,Jämijärvi,1
Siilinjärvi,Hankasalmi,1
Kustavi,Brändö,1
Kerava,Somero,1
Salo,Sipoo,1
Lapinjärvi,Tampere,1
Lapinjärvi,Mäntyharju,1
Loimaa,Pargas,1
Salo,Kerava,1
Salo,Kärkölä,1
Salo,Lempäälä,1
Salo,Loppi,1
Lapinjärvi,Heinola,1
Orivesi,Somero,1
Loimaa,Nakkila,1
Salo,Mäntsälä,1
Lapinjärvi,Espoo,1
Salo,Nokia,1
Lappeenranta,Sulkava,1
Loimaa,Pori,1
Ruovesi,Sastamala,1
Pudasjärvi,Hyrynsalmi,1
Lapua,Halsua,1
Salla,Rovaniemi,1
Orivesi,Loimaa,1
Saarijärvi,Virrat,1
Laukaa,Leppävirta,1
Loimaa,Janakkala,1
Laukaa,Hirvensalmi,1
Laukaa,Alajärvi,1
Loimaa,Karkkila,1
Salo,Huittinen,1
Lapua,Soini,1
Pudasjärvi,Ristijärvi,1
Ruovesi,Uurainen,1
Lapua,Parkano,1
Pudasjärvi,Kuusamo,1
Salo,Hattula,1
Salo,Pirkkala,1
Loimaa,Riihimäki,1
Laitila,Punkalaidun,1
Lappeenranta,Iitti,1
Lapinlahti,Suonenjoki,1
Saltvik,Vehmaa,1
Ruovesi,Kihniö,1
Lapinlahti,Rautalampi,1
Lapinlahti,Pyhäjärvi,1
Sauvo,Hanko,1
Lapinlahti,Nurmes,1
Lapinlahti,Muhos,1
Sauvo,Ingå,1
Lapinlahti,Konnevesi,1
Ruovesi,Karvia,1
Lapinlahti,Kaavi,1
Sauvo,Kirkkonummi,1
Oripää,Vehmaa,1
Oulainen,Kronoby,1
Lapinlahti,Tervo,1
Lapinlahti,Tuusniemi,1
Lappajärvi,Haapajärvi,1
Orivesi,Hankasalmi,1
Lappeenranta,Hirvensalmi,1
Lappajärvi,Vaasa,1
Lappajärvi,Nykarleby,1
Lappajärvi,Toholampi,1
Lappajärvi,Soini,1
Salo,Vehmaa,1
Salo,Ylöjärvi,1
Lappajärvi,Halsua,1
Lappajärvi,Laihia,1
Lappajärvi,Kurikka,1
Loimaa,Raasepori,1
Pornainen,Siuntio,1
Lappajärvi,Kannus,1
Lappajärvi,Ilmajoki,1
Loimaa,Ingå,1
Pudasjärvi,Paltamo,1
Laukaa,Suonenjoki,1
Loimaa,Hämeenkyrö,1
Liperi,Enonkoski,1
Lestijärvi,Lappajärvi,1
Lestijärvi,Kärsämäki,1
Lestijärvi,Kronoby,1
Lestijärvi,Kivijärvi,1
Lestijärvi,Keitele,1
Liperi,Ilomantsi,1
Lestijärvi,Alajärvi,1
Raasepori,Nousiainen,1
Liperi,Juuka,1
Raasepori,Oripää,1
Raasepori,Pirkkala,1
Leppävirta,Savonlinna,1
Rusko,Marttila,1
Raasepori,Punkalaidun,1
Raasepori,Mäntsälä,1
Raasepori,Pargas,1
Lieksa,Kuhmo,1
Raasepori,Kokemäki,1
Lieto,Urjala,1
Rääkkylä,Polvijärvi,1
Lieto,Somero,1
Rääkkylä,Outokumpu,1
Raasepori,Janakkala,1
Rusko,Tampere,1
Liminka,Pyhäjoki,1
Lieksa,Kuopio,1
Lieto,Koski_Tl,1
Lieto,Huittinen,1
Raasepori,Lempäälä,1
Lieksa,Valtimo,1
Lieksa,Tohmajärvi,1
Lieksa,Rautavaara,1
Liperi,Leppävirta,1
Raasepori,Pöytyä,1
Leppävirta,Keitele,1
Lemi,Puumala,1
Lemland,Vårdö,1
Loimaa,Espoo,1
Rusko,Huittinen,1
Rusko,Eura,1
Lemland,Kumlinge,1
Saarijärvi,Lapua,1
Loimaa,Vantaa,1
Lempäälä,Eura,1
Rusko,Brändö,1
Lemi,Kotka,1
Saarijärvi,Rautalampi,1
Lemi,Hamina,1
Saarijärvi,Seinäjoki,1
Laukaa,Viitasaari,1
Saarijärvi,Kinnula,1
Saarijärvi,Kangasniemi,1
Leppävirta,Kaavi,1
Orivesi,Ikaalinen,1
Raasepori,Riihimäki,1
Leppävirta,Enonkoski,1
Pudasjärvi,Raahe,1
Liperi,Rantasalmi,1
Lempäälä,Säkylä,1
Lempäälä,Riihimäki,1
Liperi,Siilinjärvi,1
Lempäälä,Ikaalinen,1
Raasepori,Ypäjä,1
Lempäälä,Oripää,1
Saarijärvi,Haapajärvi,1
Lempäälä,Jämsä,1
Lempäälä,Juupajoki,1
Lempäälä,Janakkala,1
Sauvo,Mynämäki,1
Sauvo,Pöytyä,1
Kustavi,Pargas,1
Kärkölä,Iitti,1
Kärsämäki,Kajaani,1
Loppi,Pälkäne,1
Sievi,Veteli,1
Kärkölä,Vihti,1
Siikainen,Eurajoki,1
Siikainen,Harjavalta,1
Pornainen,Lapinjärvi,1
Kärkölä,Pukkila,1
Kärkölä,Pertunmaa,1
Oripää,Uusikaupunki,1
Loppi,Raisio,1
Kärkölä,Myrskylä,1
Kärkölä,Loviisa,1
Siikainen,Ikaalinen,1
Loppi,Siuntio,1
Kärsämäki,Kaustinen,1
Kärsämäki,Kokkola,1
Kärsämäki,Oulu,1
Pornainen,Loppi,1
Kökar,Pargas,1
Kökar,Lieto,1
Kökar,Lemland,1
Kökar,Kumlinge,1
Kökar,Finström,1
Kökar,Brändö,1
Kärsämäki,Viitasaari,1
Sievi,Merijärvi,1
Loppi,Pukkila,1
Kärsämäki,Vaala,1
Kärsämäki,Sonkajärvi,1
Kärsämäki,Siikajoki,1
Kärsämäki,Reisjärvi,1
Kärsämäki,Raahe,1
Siikainen,Ilmajoki,1
Siikainen,Kokemäki,1
Laitila,Pargas,1
Siikainen,Nakkila,1
Siikainen,Sastamala,1
Loppi,Ylöjärvi,1
Siikajoki,Hailuoto,1
Siikajoki,Kärsämäki,1
Siikajoki,Merijärvi,1
Loviisa,Asikkala,1
Pornainen,Kouvola,1
Siikajoki,Nivala,1
Oulu,Kokkola,1
Kuusamo,Ranua,1
Ristijärvi,Taivalkoski,1
Oripää,Sastamala,1
Siikajoki,Utajärvi,1
Kustavi,Rusko,1
Oripää,Somero,1
Kyyjärvi,Halsua,1
Kyyjärvi,Iisalmi,1
Kyyjärvi,Ilmajoki,1
Kyyjärvi,Seinäjoki,1
Kärkölä,Forssa,1
Loppi,Sastamala,1
Kyyjärvi,Äänekoski,1
Kyyjärvi,Ähtäri,1
Rovaniemi,Kuusamo,1
Kyyjärvi,Siilinjärvi,1
Kyyjärvi,Pedersöre,1
Kyyjärvi,Jyväskylä,1
Siikainen,Parkano,1
Kyyjärvi,Lapua,1
Kyyjärvi,Kuortane,1
Kyyjärvi,Kokkola,1
Kyyjärvi,Keuruu,1
Kyyjärvi,Kaustinen,1
Oulainen,Tyrnävä,1
Kökar,Naantali,1
Kökar,Raisio,1
Kökar,Sottunga,1
Loppi,Heinola,1
Lahti,Pälkäne,1
Savonlinna,Suonenjoki,1
Oulainen,Pihtipudas,1
Savonlinna,Taipalsaari,1
Lahti,Nokia,1
Pornainen,Myrskylä,1
Savukoski,Rovaniemi,1
Lahti,Lohja,1
Oulainen,Pyhäntä,1
Ruokolahti,Kouvola,1
Ruokolahti,Kotka,1
Seinäjoki,Hämeenkyrö,1
Seinäjoki,Ikaalinen,1
Seinäjoki,Isojoki,1
Oulainen,Muhos,1
Savonlinna,Leppävirta,1
Lahti,Ylöjärvi,1
Laihia,Vimpeli,1
Ruovesi,Hämeenlinna,1
Laitila,Koski_Tl,1
Loppi,Asikkala,1
Savitaipale,Iitti,1
Laitila,Aura,1
Savitaipale,Lahti,1
Savitaipale,Ruokolahti,1
Laihia,Kihniö,1
Laihia,Pedersöre,1
Laihia,Jakobstad,1
Savitaipale,Virolahti,1
Pornainen,Pyhtää,1
Savonlinna,Kangasniemi,1
Ruokolahti,Tohmajärvi,1
Lahti,Kirkkonummi,1
Lahti,Kauniainen,1
Lahti,Jämsä,1
Kimitoön,Espoo,1
Rovaniemi,Salla,1
Sievi,Halsua,1
Kimitoön,Humppila,1
Kimitoön,Helsinki,1
Loppi,Orimattila,1
Kimitoön,Forssa,1
Kemijärvi,Tervola,1
Kimitoön,Masku,1
Kemijärvi,Sodankylä,1
Kemijärvi,Savukoski,1
Sievi,Kiuruvesi,1
Oulainen,Toholampi,1
Sievi,Lappajärvi,1
Loppi,Pornainen,1
Kimitoön,Marttila,1
Loppi,Marttila,1
Lahti,Jyväskylä,1
Oulainen,Reisjärvi,1
Lahti,Joutsa,1
Seinäjoki,Keuruu,1
Seinäjoki,Kokkola,1
Seinäjoki,Korsnäs,1
Seinäjoki,Kristinestad,1
Seinäjoki,Kyyjärvi,1
Lahti,Hartola,1
Loppi,Loimaa,1
Loppi,Koski_Tl,1
Loppi,Lempäälä,1
Seinäjoki,Ruovesi,1
Seinäjoki,Soini,1
Kimitoön,Somero,1
Seinäjoki,Tampere,1
Sysmä,Iitti,1
Kerava,Siuntio,1
Punkalaidun,Eurajoki,1
Jokioinen,Säkylä,1
Joroinen,Polvijärvi,1
Joroinen,Muurame,1
Toivakka,Varkaus,1
Joroinen,Liperi,1
Muhos,Paltamo,1
Joroinen,Laukaa,1
Joroinen,Outokumpu,1
Perho,Kannus,1
Jomala,Uusikaupunki,1
Tornio,Kempele,1
Perho,Kauhava,1
Orimattila,Lohja,1
Turku,Brändö,1
Jomala,Föglö,1
Multia,Alajärvi,1
Perho,Kannonkoski,1
Joroinen,Rääkkylä,1
Joroinen,Sulkava,1
Muhos,Oulainen,1
Juuka,Kuhmo,1
Perho,Evijärvi,1
Joutsa,Valkeakoski,1
Joutsa,Uurainen,1
Joutsa,Tampere,1
Toivakka,Konnevesi,1
Joutsa,Kouvola,1
Joroinen,Tervo,1
Toivakka,Kuhmoinen,1
Toivakka,Leppävirta,1
Toivakka,Mikkeli,1
Perho,Kalajoki,1
Joroinen,Äänekoski,1
Toivakka,Saarijärvi,1
Turku,Hattula,1
Jokioinen,Sauvo,1
Janakkala,Loimaa,1
Turku,Ingå,1
Joensuu,Rantasalmi,1
Turku,Punkalaidun,1
Turku,Pyhäranta,1
Pukkila,Lohja,1
Muonio,Sodankylä,1
Perho,Oulainen,1
Pello,Kemi,1
Perho,Jakobstad,1
Korsholm,Kauhava,1
Pello,Simo,1
Korsholm,Kokkola,1
Janakkala,Orivesi,1
Pello,Tornio,1
Korsholm,Kurikka,1
Janakkala,Loviisa,1
Turku,Pirkkala,1
Perho,Lapua,1
Joensuu,Sulkava,1
Jokioinen,Mynämäki,1
Jokioinen,Rusko,1
Multia,Jämsä,1
Jokioinen,Pälkäne,1
Pukkila,Lapinjärvi,1
Jokioinen,Nousiainen,1
Jokioinen,Mäntsälä,1
Perho,Kronoby,1
Jokioinen,Eura,1
Turku,Janakkala,1
Turku,Kirkkonummi,1
Multia,Pieksämäki,1
Multia,Ruovesi,1
Pomarkku,Hämeenkyrö,1
Multia,Soini,1
Toholampi,Vimpeli,1
Perho,Alavus,1
Pomarkku,Isojoki,1
Juuka,Sonkajärvi,1
Raisio,Eura,1
Jämijärvi,Siikainen,1
Jämijärvi,Pomarkku,1
Teuva,Honkajoki,1
Jämijärvi,Kurikka,1
Jämijärvi,Kokemäki,1
Mikkeli,Kotka,1
Pomarkku,Laitila,1
Jämijärvi,Honkajoki,1
Jyväskylä,Virrat,1
Jyväskylä,Varkaus,1
Teuva,Lapua,1
Orimattila,Pyhtää,1
Jyväskylä,Suonenjoki,1
Jyväskylä,Soini,1
Tervola,Pello,1
Raisio,Koski_Tl,1
Jämijärvi,Virrat,1
Mikkeli,Askola,1
Tervo,Laukaa,1
Jämsä,Seinäjoki,1
Jämsä,Porvoo,1
Jämsä,Pälkäne,1
Jämsä,Pirkkala,1
Tervo,Leppävirta,1
Jämsä,Nokia,1
Raisio,Kustavi,1
Mikkeli,Hamina,1
Jämsä,Mikkeli,1
Mikkeli,Heinävesi,1
Jämsä,Kangasniemi,1
Liminka,Haapavesi,1
Jämsä,Akaa,1
Pomarkku,Kristinestad,1
Jyväskylä,Pihtipudas,1
Teuva,Parkano,1
Raahe,Kärsämäki,1
Juva,Pertunmaa,1
Juva,Mäntyharju,1
Toholampi,Lappajärvi,1
Juva,Kitee,1
Juva,Heinävesi,1
Juva,Enonkoski,1
Pukkila,Janakkala,1
Mikkeli,Orimattila,1
Toholampi,Larsmo,1
Juupajoki,Parkano,1
Raahe,Kemi,1
Juupajoki,Jämijärvi,1
Juupajoki,Hattula,1
Juupajoki,Akaa,1
Mikkeli,Parikkala,1
Toholampi,Kinnula,1
Teuva,Siikainen,1
Tohmajärvi,Polvijärvi,1
Jyväskylä,Pertunmaa,1
Teuva,Vöyri,1
Tohmajärvi,Enonkoski,1
Raahe,Sievi,1
Tohmajärvi,Outokumpu,1
Jyväskylä,Kouvola,1
Jyväskylä,Keitele,1
Mikkeli,Miehikkälä,1
Pukkila,Iitti,1
Jyväskylä,Juupajoki,1
Toholampi,Evijärvi,1
Jyväskylä,Iitti,1
Jyväskylä,Hämeenlinna,1
Jyväskylä,Alajärvi,1
Tuusniemi,Iisalmi,1
Tuusniemi,Joroinen,1
Jämsä,Ähtäri,1
Iisalmi,Valtimo,1
Pöytyä,Taivassalo,1
Iitti,Pyhtää,1
Punkalaidun,Aura,1
Iitti,Lappeenranta,1
Urjala,Oripää,1
Polvijärvi,Varkaus,1
Urjala,Pälkäne,1
Iitti,Hirvensalmi,1
Punkalaidun,Eura,1
Iitti,Hausjärvi,1
Iitti,Hartola,1
Mynämäki,Marttila,1
Iitti,Asikkala,1
Iisalmi,Ylivieska,1
Mynämäki,Nakkila,1
Iitti,Riihimäki,1
Iitti,Vihti,1
Ikaalinen,Akaa,1
Ikaalinen,Karijoki,1
Ikaalinen,Säkylä,1
Mynämäki,Kustavi,1
Ikaalinen,Nakkila,1
Ikaalinen,Merikarvia,1
Ikaalinen,Kristinestad,1
Ikaalinen,Kauhajoki,1
Urjala,Koski_Tl,1
Ikaalinen,Forssa,1
Pertunmaa,Juva,1
Urjala,Loppi,1
Ikaalinen,Janakkala,1
Ikaalinen,Hämeenlinna,1
Urjala,Marttila,1
Ikaalinen,Huittinen,1
Iisalmi,Vesanto,1
Iisalmi,Siikalatva,1
Janakkala,Jokioinen,1
Urjala,Säkylä,1
Heinola,Kuhmoinen,1
Utajärvi,Suomussalmi,1
Heinola,Kerava,1
Heinola,Jyväskylä,1
Pöytyä,Lohja,1
Heinola,Hyvinkää,1
Uurainen,Hankasalmi,1
Heinola,Hausjärvi,1
Pertunmaa,Orivesi,1
Uurainen,Karstula,1
Uurainen,Konnevesi,1
Hämeenlinna,Turku,1
Hämeenlinna,Säkylä,1
Uurainen,Toivakka,1
Hämeenlinna,Siuntio,1
Utajärvi,Sotkamo,1
Heinola,Loppi,1
Heinola,Luumäki,1
Ii,Rovaniemi,1
Iisalmi,Pihtipudas,1
Urjala,Turku,1
Utajärvi,Alavieska,1
Iisalmi,Haapajärvi,1
Ii,Tyrnävä,1
Pertunmaa,Laukaa,1
Utajärvi,Lumijoki,1
Pöytyä,Nakkila,1
Utajärvi,Paltamo,1
Pertunmaa,Mäntsälä,1
Utajärvi,Raahe,1
Heinola,Mänttä-Vilppula,1
Utajärvi,Ranua,1
Pöytyä,Pori,1
Pomarkku,Eura,1
Ikaalinen,Vesilahti,1
Mynämäki,Koski_Tl,1
Ilmajoki,Alavus,1
Tuusula,Raasepori,1
Muurame,Luhanka,1
Isokyrö,Kokkola,1
Tyrnävä,Ii,1
Isokyrö,Evijärvi,1
Isojoki,Vaasa,1
Isojoki,Tampere,1
Isojoki,Lapua,1
Tyrnävä,Nivala,1
Pertunmaa,Asikkala,1
Muurame,Pertunmaa,1
Tyrnävä,Puolanka,1
Isojoki,Huittinen,1
Tyrnävä,Ylivieska,1
Muurame,Ruovesi,1
Pöytyä,Ylöjärvi,1
Isokyrö,Larsmo,1
Perho,Viitasaari,1
Porvoo,Heinola,1
Korsholm,Pedersöre,1
Tuusniemi,Pielavesi,1
Tuusniemi,Rantasalmi,1
Perho,Toholampi,1
Korsholm,Teuva,1
Imatra,Sulkava,1
Orimattila,Kirkkonummi,1
Muurame,Kuhmoinen,1
Muurame,Hartola,1
Imatra,Miehikkälä,1
Muurame,Kangasala,1
Tuusula,Lapinjärvi,1
Tuusula,Loimaa,1
Isokyrö,Närpes,1
Ingå,Turku,1
Ulvila,Humppila,1
Ingå,Sipoo,1
Ilmajoki,Lempäälä,1
Ulvila,Siikainen,1
Ilmajoki,Jakobstad,1
Ilmajoki,Parkano,1
Ilmajoki,Nokia,1
Pertunmaa,Iitti,1
Mynämäki,Eurajoki,1
Ulvila,Turku,1
Pöytyä,Ulvila,1
Mynämäki,Jokioinen,1
Ulvila,Ylöjärvi,1
Urjala,Aura,1
Ilmajoki,Karvia,1
Pöytyä,Tammela,1
Ilmajoki,Evijärvi,1
Ilmajoki,Virrat,1
Ulvila,Pöytyä,1
Ulvila,Ikaalinen,1
Ulvila,Merikarvia,1
Ingå,Porvoo,1
Ingå,Naantali,1
Ingå,Koski_Tl,1
Ulvila,Karvia,1
Ingå,Kaarina,1
Muurame,Sysmä,1
Ulvila,Mynämäki,1
Ulvila,Punkalaidun,1
Ulvila,Nousiainen,1
Inari,Enontekiö,1
Muurame,Tampere,1
Pöytyä,Urjala,1
Ulvila,Oripää,1
Ilomantsi,Outokumpu,1
Jämsä,Valkeakoski,1
Tervo,Karstula,1
Kerava,Raasepori,1
Karvia,Kangasala,1
Mariehamn,Kumlinge,1
Sastamala,Isojoki,1
Kaskinen,Pomarkku,1
Sastamala,Jokioinen,1
Kaskinen,Laihia,1
Sastamala,Kauhajoki,1
Karvia,Teuva,1
Mariehamn,Lieto,1
Rauma,Kustavi,1
Karvia,Pomarkku,1
Sastamala,Laitila,1
Karvia,Nokia,1
Karvia,Loimaa,1
Karvia,Kuortane,1
Sastamala,Nousiainen,1
Kauhajoki,Isokyrö,1
Kauhajoki,Jämijärvi,1
Paltamo,Valtimo,1
Kauhajoki,Virrat,1
Rauma,Nokia,1
Kauhava,Kauhajoki,1
Kauhava,Kannus,1
Vaala,Puolanka,1
Rauma,Merikarvia,1
Vaala,Sonkajärvi,1
Vaala,Sotkamo,1
Sastamala,Hattula,1
Paltamo,Siikalatva,1
Kauhajoki,Tampere,1
Kauhajoki,Siikainen,1
Sastamala,Aura,1
Paltamo,Tyrnävä,1
Kauhajoki,Kaskinen,1
Karvia,Kaskinen,1
Marttila,Espoo,1
Parikkala,Liperi,1
Parikkala,Enonkoski,1
Marttila,Lohja,1
Sastamala,Siikainen,1
Sastamala,Tammela,1
Sastamala,Vihti,1
Karkkila,Raasepori,1
Karkkila,Raisio,1
Karkkila,Porvoo,1
Siikalatva,Hailuoto,1
Marttila,Oripää,1
Siikalatva,Kalajoki,1
Karkkila,Loimaa,1
Karkkila,Kärkölä,1
Marttila,Rauma,1
Siikalatva,Pielavesi,1
Karkkila,Humppila,1
Karstula,Halsua,1
Sastamala,Raisio,1
Rauma,Ikaalinen,1
Karstula,Pihtipudas,1
Karvia,Alavus,1
Marttila,Humppila,1
Parikkala,Heinävesi,1
Marttila,Jokioinen,1
Sastamala,Paimio,1
Karstula,Seinäjoki,1
Karstula,Petäjävesi,1
Karstula,Keitele,1
Parikkala,Joensuu,1
Karstula,Muurame,1
Karstula,Lapua,1
Sastamala,Pälkäne,1
Karstula,Konnevesi,1
Rauma,Jomala,1
Vaala,Kärsämäki,1
Kauhava,Kyyjärvi,1
Malax,Nykarleby,1
Säkylä,Ypäjä,1
Rautalampi,Jämsä,1
Sysmä,Valkeakoski,1
Säkylä,Akaa,1
Säkylä,Hämeenkyrö,1
Pori,Karvia,1
Pargas,Pyhäranta,1
Säkylä,Kangasala,1
Säkylä,Kankaanpää,1
Säkylä,Lempäälä,1
Pargas,Pöytyä,1
Keitele,Toivakka,1
Keitele,Suonenjoki,1
Keitele,Saarijärvi,1
Keitele,Rautalampi,1
Pargas,Rauma,1
Sysmä,Toivakka,1
Pargas,Mariehamn,1
Sysmä,Pälkäne,1
Kerava,Kouvola,1
Sysmä,Kangasala,1
Sysmä,Kangasniemi,1
Rautalampi,Muurame,1
Sysmä,Keuruu,1
Sysmä,Kotka,1
Pargas,Brändö,1
Sysmä,Kärkölä,1
Sysmä,Pukkila,1
Pargas,Espoo,1
Pargas,Kustavi,1
Sysmä,Mänttä-Vilppula,1
Rautalampi,Kangasniemi,1
Pori,Kurikka,1
Kempele,Tornio,1
Keitele,Konnevesi,1
Keitele,Kannonkoski,1
Pori,Jokioinen,1
Paltamo,Pyhäntä,1
Säkylä,Pyhäranta,1
Kauniainen,Lahti,1
Oripää,Koski_Tl,1
Paltamo,Oulu,1
Säkylä,Somero,1
Rauma,Pirkkala,1
Rauma,Paimio,1
Pudasjärvi,Tyrnävä,1
Säkylä,Urjala,1
Säkylä,Valkeakoski,1
Kauhava,Teuva,1
Säkylä,Vesilahti,1
Säkylä,Ylöjärvi,1
Kauhava,Perho,1
Malax,Kristinestad,1
Säkylä,Paimio,1
Keitele,Haapajärvi,1
Kaustinen,Larsmo,1
Oripää,Pargas,1
Kaustinen,Vaasa,1
Pargas,Taivassalo,1
Kaustinen,Reisjärvi,1
Säkylä,Masku,1
Paimio,Säkylä,1
Kaustinen,Lapua,1
Kaustinen,Alavieska,1
Kaustinen,Kyyjärvi,1
Säkylä,Naantali,1
Paimio,Vehmaa,1
Kaustinen,Karstula,1
Pargas,Vehmaa,1
Pargas,Ypäjä,1
Karkkila,Hollola,1
Siikalatva,Sonkajärvi,1
Miehikkälä,Pyhtää,1
Merikarvia,Tampere,1
Kajaani,Tyrnävä,1
Kajaani,Siilinjärvi,1
Tampere,Espoo,1
Tampere,Harjavalta,1
Kajaani,Oulainen,1
Kajaani,Nurmes,1
Kajaani,Liminka,1
Raisio,Taivassalo,1
Kajaani,Kempele,1
Tampere,Hollola,1
Tampere,Honkajoki,1
Kajaani,Haapajärvi,1
Kaavi,Suonenjoki,1
Merikarvia,Seinäjoki,1
Parkano,Ilmajoki,1
Merikarvia,Karvia,1
Kalajoki,Evijärvi,1
Kalajoki,Kauhava,1
Kalajoki,Nykarleby,1
Kangasala,Janakkala,1
Kangasala,Ikaalinen,1
Kangasala,Humppila,1
Tammela,Mäntsälä,1
Merikarvia,Hämeenkyrö,1
Kalajoki,Veteli,1
Tammela,Pornainen,1
Parkano,Harjavalta,1
Kalajoki,Pedersöre,1
Merikarvia,Jämijärvi,1
Kalajoki,Muhos,1
Tammela,Porvoo,1
Kalajoki,Liminka,1
Kalajoki,Lappajärvi,1
Kaavi,Kajaani,1
Parkano,Jämsä,1
Marttila,Säkylä,1
Kaarina,Ypäjä,1
Tampere,Nurmijärvi,1
Järvenpää,Salo,1
Raisio,Raasepori,1
Tampere,Pomarkku,1
Tampere,Riihimäki,1
Miehikkälä,Lapinjärvi,1
Tampere,Somero,1
Parkano,Mänttä-Vilppula,1
Tampere,Säkylä,1
Miehikkälä,Loviisa,1
Tampere,Ulvila,1
Järvenpää,Jokioinen,1
Järvenpää,Ingå,1
Järvenpää,Heinola,1
Parkano,Nakkila,1
Tampere,Nakkila,1
Tampere,Mäntsälä,1
Kaarina,Brändö,1
Kaarina,Lohja,1
Kaarina,Säkylä,1
Kaarina,Somero,1
Tampere,Jämijärvi,1
Tampere,Karkkila,1
Merikarvia,Ylöjärvi,1
Raisio,Saltvik,1
Pomarkku,Pirkkala,1
Kaarina,Eurajoki,1
Tampere,Loppi,1
Miehikkälä,Imatra,1
Kaarina,Jokioinen,1
Kaarina,Humppila,1
Kaarina,Huittinen,1
Kaarina,Forssa,1
Kangasala,Kankaanpää,1
Parkano,Akaa,1
Tammela,Laitila,1
Oripää,Harjavalta,1
Parikkala,Rantasalmi,1
Masku,Kustavi,1
Kannus,Lestijärvi,1
Taipalsaari,Sulkava,1
Taivalkoski,Hyrynsalmi,1
Kannus,Kauhava,1
Ranua,Liminka,1
Taivalkoski,Ranua,1
Kannonkoski,Ähtäri,1
Taivassalo,Aura,1
Pori,Forssa,1
Masku,Marttila,1
Kannonkoski,Multia,1
Ranua,Kempele,1
Kannonkoski,Konnevesi,1
Masku,Koski_Tl,1
Kannus,Pihtipudas,1
Oripää,Jokioinen,1
Karijoki,Merikarvia,1
Marttila,Sastamala,1
Taipalsaari,Heinola,1
Karijoki,Siikainen,1
Karijoki,Parkano,1
